GMID,Dataset,Address,數據集,地址,District,區域,Area,面積,Level,所處位置,Opening Hours,開放時間,Remarks,備註,Location Map,位置圖,Northing,Easting,Latitude,Longitude,Last Update
"7OMR6xfoGk","Public Open Space - Areas within private properties dedicated for public use","2 Muk Ning Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍沐寧街2號","KOWLOON CITY","九龍城區","about 152 m2","約 152 平方米","G/F","地下","24 hours","24小時","Pedestrian passageFor pedestrian passage onlyNo vehicles can access (except wheelchairs or prams)","行人通道只准行人使用車輛不准駛入(除輪椅或幼兒車)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K135-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K135-map1.pdf","821140.0","838739.0","22.32930097","114.20086338","2019-07-26 03:44:14"
"wRewflt8Ic","Public Open Space - Areas within private properties dedicated for public use","100 Castle Peak Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍青山道100號","SHAM SHUI PO","深水埗區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K86-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K86-map1.pdf","821772.0","834639.0","22.3350084","114.16106837","2019-07-26 03:44:14"
"cjnqOdGTd4","Public Open Space - Areas within private properties dedicated for public use","25-35 Castle Peak Road and 116 Yen Chow Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍青山道25-35號及欽州街116號","SHAM SHUI PO","深水埗區","about 9 m2","約 9 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K126-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K126-map1.pdf","821579.0","834806.0","22.33326746","114.1626838","2019-07-26 03:44:14"
"zbkGNK9Wqt","Public Open Space - Areas within private properties dedicated for public use","8 Clear Water Bay Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍清水灣道8號","KWUN TONG","觀塘區","about 1474 m2","約 1474 平方米","Basement 2, Basement 1, G/F, Mezzanine Floor & 1/F","第二層地庫、第一層地庫、地下、閣樓及一樓","24 hours","24小時","Pedestrian passage","行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/RL/RL14-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/RL/RL14-map1.pdf","821661.0","839677.0","22.33400248","114.20997419","2019-07-26 03:44:14"
"hRi0ALBNmU","Public Open Space - Areas within private properties dedicated for public use","70-74 Wuhu Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍蕪湖街70-74號","KOWLOON CITY","九龍城區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K59-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K59-map1.pdf","818758.0","837149.0","22.30779074","114.18542557","2019-07-26 03:44:14"
"oE1WU3pBLx","Public Open Space - Areas within private properties dedicated for public use","57A-61 Winslow Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍溫思勞街57A-61號","KOWLOON CITY","九龍城區","about 44 m2","約 44 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K23-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K23-map1.pdf","818624.0","836948.0","22.30657621","114.18348254","2019-07-26 03:44:14"
"NqNMm6bJOT","Public Open Space - Areas within private properties dedicated for public use","331-361 To Kwa Wan Road, 2-26 San Ma Tau Street, 1-7 Kwei Chow Street, 79-113, 92-130 Mei King Street, 1-9 Long Yuet Street and 1-35, 2-10 Wai King Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍土瓜灣道331-361號,新碼頭街2-26號,貴州街1-7號,美景街79-113,92-130號,朗月街1-9號及偉景街1-35,2-10號","KOWLOON CITY","九龍城區","about 18 m2","約 18 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K85-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K85-map1.pdf","819876.0","837842.0","22.31788465","114.1921543","2019-07-26 03:44:14"
"Jmi1n2lhzS","Public Open Space - Areas within private properties dedicated for public use","23 Tak Ku Ling Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍打鼓嶺道23號","KOWLOON CITY","九龍城區","about 3 m2","約 3 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K106-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K106-map1.pdf","821108.0","837755.0","22.32901583","114.19131589","2019-07-26 03:44:14"
"H80sEy2aEb","Public Open Space - Areas within private properties dedicated for public use","22 Sung Wong Toi Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍宋皇台道22號","KOWLOON CITY","九龍城區","about 3 m2","約 3 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K17-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K17-map1.pdf","820552.0","837577.0","22.32399136","114.18958474","2019-07-26 03:44:14"
"y8Z6p8wujh","Public Open Space - Areas within private properties dedicated for public use","38 Sung Wong Toi Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍宋皇台道38號","KOWLOON CITY","九龍城區","about 70 m2","約 70 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K2-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K2-map1.pdf","820485.0","837660.0","22.32338715","114.19039224","2019-07-26 03:44:14"
"9qAD6WkCDI","Public Open Space - Areas within private properties dedicated for public use","33 Sung On Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍崇安街33號","KOWLOON CITY","九龍城區","about 3 m2","約 3 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K114-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K114-map1.pdf","819496.0","837612.0","22.31445231","114.18992551","2019-07-26 03:44:14"
"xcBIeiFm72","Public Open Space - Areas within private properties dedicated for public use","2 Stafford Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍施他佛道2號","KOWLOON CITY","九龍城區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K96-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K96-map1.pdf","821288.0","836395.0","22.33064198","114.17811391","2019-07-26 03:44:14"
"Q7gBmA8GIp","Public Open Space - Areas within private properties dedicated for public use","20C South Wall Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍城南道20C號","KOWLOON CITY","九龍城區","about 3 m2","約 3 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K43-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K43-map1.pdf","821109.0","837735.0","22.32902217","114.19111787","2019-07-26 03:44:14"
"GUxyBSVkuH","Public Open Space - Areas within private properties dedicated for public use","6 Peace Avenue, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍太平道6號","KOWLOON CITY","九龍城區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K121-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K121-map1.pdf","819996.0","835950.0","22.31897082","114.1737966","2019-07-26 03:44:14"
"v0kgHhFUwq","Public Open Space - Areas within private properties dedicated for public use","2 Peace Avenue, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍太平道2號","KOWLOON CITY","九龍城區","about 61 m2","約 61 平方米","1/F","1/F","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K107-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K107-map1.pdf","819875.0","836012.0","22.31787903","114.17439451","2019-07-26 03:44:14"
"W1NyCl4olU","Public Open Space - Areas within private properties dedicated for public use","82 Pau Chung Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍炮仗街82號","KOWLOON CITY","九龍城區","about 3 m2","約 3 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K42-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K42-map1.pdf","820056.0","837522.0","22.31950952","114.18904856","2019-07-26 03:44:14"
"MwelpVGHyF","Public Open Space - Areas within private properties dedicated for public use","46 Pau Chiung Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍炮仗街46號","KOWLOON CITY","九龍城區","about 3 m2","約 3 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K54-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K54-map1.pdf","819974.0","837484.0","22.31876904","114.18867773","2019-07-26 03:44:14"
"LKBadEZrI9","Public Open Space - Areas within private properties dedicated for public use","7 Oxford Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍牛津道7號","KOWLOON CITY","九龍城區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K90-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K90-map1.pdf","821375.0","836653.0","22.33142579","114.18061924","2019-07-26 03:44:14"
"khnePinGyP","Public Open Space - Areas within private properties dedicated for public use","3 Oxford Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍牛津道3號","KOWLOON CITY","九龍城區","about 2 m2","約 2 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K112-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K112-map1.pdf","821306.0","836649.0","22.33079907","114.18057457","2019-07-26 03:44:14"
"e4TXBETosG","Public Open Space - Areas within private properties dedicated for public use","152 Nga Tsin Wai Road, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍衙前圍道152號","KOWLOON CITY","九龍城區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K88-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K88-map1.pdf","821138.0","837171.0","22.32928083","114.18564335","2019-07-26 03:44:14"
"Tq6Zj4zMAS","Public Open Space - Areas within private properties dedicated for public use","8 Muk Ning Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍沐寧街8號","KOWLOON CITY","九龍城區","about 175 m2","約 175 平方米","G/F","地下","24 hours","24小時","Pedestrian passageFor pedestrian passage onlyNo vehicles can access (except wheelchairs or prams)","行人通道只准行人使用車輛不准駛入(除輪椅或幼兒車)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K136-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K136-map1.pdf","821154.0","838683.0","22.32942747","114.20031886","2019-07-26 03:44:14"
"uagMtYihF9","Public Open Space - Areas within private properties dedicated for public use","28 Cheung Wah Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍昌華街28號","SHAM SHUI PO","深水埗區","about 11 m2","約 11 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K94-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K94-map1.pdf","822342.0","833992.0","22.3401569","114.15478516","2019-07-26 03:44:13"
"8XDccPjoYm","Public Open Space - Areas within private properties dedicated for public use","23 Cheung Wah Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍昌華街23號","SHAM SHUI PO","深水埗區","about 9 m2","約 9 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K35-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K35-map1.pdf","822295.0","833897.0","22.33973324","114.15386109","2019-07-26 03:44:13"
"6muTuaCiVJ","Public Open Space - Areas within private properties dedicated for public use","20 Cheung Wah Street, Kowloon","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","九龍昌華街20號","SHAM SHUI PO","深水埗區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K109-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/KLN/K109-map1.pdf","822276.0","833933.0","22.33956261","114.15420961","2019-07-26 03:44:13"
